manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
BMW,BMW X5 xDrive40i,2024-04-08,2024-04-20,2024-06-05,91,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2024-04-05,2024-04-12,2024-06-05,2,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2024-04-19,2024-04-19,2024-06-05,1,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40d,2024-04-09,2024-04-17,2024-06-05,26,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2024-04-08,2024-04-19,2024-06-05,59,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
토요타,렉서스 RX500h,2023-03-03,2023-07-27,2024-07-25,46,전방 및 후방 카메라 케이스 용접이 부적절하여 카메라 케이스 접합면의 방수 성능이 부족할 가능성이 있음.,SUV
재규어랜드로버,재규어 F-PACE D200,2021-03-26,2022-03-10,2024-07-25,157,당사에서 수입한 모델년도 2021 및 2022‘디스커버리 스포츠 D200 및 재규어 F-PACE D200’ 차량에서 터보차저 오일 공급 파이프 클램프의 설계불량으로 연결부위가 시간이 지날수록 느슨해져 터보차저 오일 공급 파이프와 터보차저가 분리되어 오일 누출로 이어질 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다.,SUV
BMW,BMW X5 xDrive30d,2013-07-20,2017-11-08,2024-08-08,6995,"최초 차량판매 당시에는 TAKATA 에어백이 적용되지 않은 스티어링 휠로 출고되었으나, 출고 이후 BMW에서 승인한 교체 부품 중 TAKATA 에어백이 적용된 스포츠 또는 M 스포츠 스티어링 휠을 고객이 장착했을 가능성이 확인되었습니다. 해당 스티어링 휠은 질산암모늄을 사용한 에어백 인플레이터가 장착되어 있으며 차량이 고온 다습한 지역에 장기간 노출되었을 때 인플레이터 내부 압축 가스 추진제가 변형되었을 수 있습니다.",SUV
BMW,BMW X5 xDrive35i,2015-08-01,2017-06-09,2024-08-08,6,"최초 차량판매 당시에는 TAKATA 에어백이 적용되지 않은 스티어링 휠로 출고되었으나, 출고 이후 BMW에서 승인한 교체 부품 중 TAKATA 에어백이 적용된 스포츠 또는 M 스포츠 스티어링 휠을 고객이 장착했을 가능성이 확인되었습니다. 해당 스티어링 휠은 질산암모늄을 사용한 에어백 인플레이터가 장착되어 있으며 차량이 고온 다습한 지역에 장기간 노출되었을 때 인플레이터 내부 압축 가스 추진제가 변형되었을 수 있습니다.",SUV
BMW,BMW X5 xDrive35i,2015-12-30,2015-12-30,2024-08-08,1,"최초 차량판매 당시에는 TAKATA 에어백이 적용되지 않은 스티어링 휠로 출고되었으나, 출고 이후 BMW에서 승인한 교체 부품 중 TAKATA 에어백이 적용된 스포츠 또는 M 스포츠 스티어링 휠을 고객이 장착했을 가능성이 확인되었습니다. 해당 스티어링 휠은 질산암모늄을 사용한 에어백 인플레이터가 장착되어 있으며 차량이 고온 다습한 지역에 장기간 노출되었을 때 인플레이터 내부 압축 가스 추진제가 변형되었을 수 있습니다.",SUV
BMW,BMW X5 xDrive40e iPerformance,2015-07-28,2017-02-04,2024-08-08,56,"최초 차량판매 당시에는 TAKATA 에어백이 적용되지 않은 스티어링 휠로 출고되었으나, 출고 이후 BMW에서 승인한 교체 부품 중 TAKATA 에어백이 적용된 스포츠 또는 M 스포츠 스티어링 휠을 고객이 장착했을 가능성이 확인되었습니다. 해당 스티어링 휠은 질산암모늄을 사용한 에어백 인플레이터가 장착되어 있으며 차량이 고온 다습한 지역에 장기간 노출되었을 때 인플레이터 내부 압축 가스 추진제가 변형되었을 수 있습니다.",SUV
BMW,BMW X5 xDrive30d,2023-02-28,2024-07-31,2024-08-28,1094,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive40d,2023-08-08,2024-08-08,2024-08-28,116,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive40i,2023-02-23,2024-08-10,2024-08-28,4114,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive40i,2022-11-17,2024-08-03,2024-08-28,13,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive50e,2023-03-29,2024-08-09,2024-08-28,1576,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive50e,2023-06-12,2023-11-11,2024-08-28,2,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X7 xDrive40d,2022-07-20,2024-08-07,2024-08-28,1677,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X7 xDrive40i,2022-07-15,2024-08-10,2024-08-28,6097,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X7 xDrive40i,2022-10-04,2024-06-14,2024-08-28,7,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive30d,2024-08-21,2024-08-30,2024-09-20,14,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive40d,2024-08-22,2024-08-29,2024-09-20,6,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive40i,2024-08-11,2024-08-31,2024-09-20,37,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive50e,2024-08-08,2024-08-30,2024-09-20,157,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X7 xDrive40d,2024-08-06,2024-08-31,2024-09-20,55,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X7 xDrive40i,2022-09-16,2024-08-30,2024-09-20,199,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다",SUV
BMW,BMW X5 xDrive30d,2024-02-14,2024-08-31,2024-10-08,8,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive40d,2024-09-03,2024-09-04,2024-10-08,4,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive40i,2024-02-16,2024-09-03,2024-10-08,73,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive40i,2024-08-11,2024-08-11,2024-10-08,1,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive50e,2024-08-17,2024-09-04,2024-10-08,6,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X7 xDrive40d,2024-02-16,2024-09-04,2024-10-08,13,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X7 xDrive40i,2024-02-12,2024-09-04,2024-10-08,80,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive30d,2024-09-08,2024-09-08,2024-10-22,1,부품 생산 공정의 오류로 인하여 통합제동장치에 장착된 서보모터의 축이 규정된 사양에 따라 용접되지 않았습니다.,SUV
BMW,BMW X5 xDrive40i,2023-06-02,2024-09-06,2024-10-22,3,부품 생산 공정의 오류로 인하여 통합제동장치에 장착된 서보모터의 축이 규정된 사양에 따라 용접되지 않았습니다.,SUV
BMW,BMW X5 xDrive50e,2024-05-08,2024-05-21,2024-10-22,2,부품 생산 공정의 오류로 인하여 통합제동장치에 장착된 서보모터의 축이 규정된 사양에 따라 용접되지 않았습니다.,SUV
BMW,BMW X7 xDrive40d,2023-07-13,2024-05-10,2024-10-22,2,부품 생산 공정의 오류로 인하여 통합제동장치에 장착된 서보모터의 축이 규정된 사양에 따라 용접되지 않았습니다.,SUV
BMW,BMW X7 xDrive40i,2022-08-30,2024-08-04,2024-10-22,7,부품 생산 공정의 오류로 인하여 통합제동장치에 장착된 서보모터의 축이 규정된 사양에 따라 용접되지 않았습니다.,SUV
BMW,BMW X7 xDrive40i,2024-09-03,2024-09-03,2024-10-22,1,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 가능성이 확인되었습니다.",SUV
혼다코리아,CR-V HYBRID 4WD,2023-06-27,2024-02-13,2024-11-08,360,고압연료펌프 제조 과정에서 온도와 압력이 적절하게 설정되지 않아 고압연료펌프의 재료 강도가 낮아져 내부 부품인 솔레노이드 부분에 균열이 발생할 수 있다.,SUV
BMW,BMW X5 xDrive30d,2023-02-28,2023-10-24,2024-11-27,323,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
BMW,BMW X5 xDrive40d,2023-08-08,2023-10-03,2024-11-27,10,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
BMW,BMW X7 xDrive40d,2022-07-20,2023-09-22,2024-11-27,932,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
혼다코리아,CR-V HYBRID 4WD,2022-09-09,2024-02-13,2024-12-02,366,윔휠과 웜기어가 접촉되는 면적을 조절하는 스프링 엔드캡에 강성이 강한 스프링이 장착되어 핸들 조향 시 웜휠과 웜기어의 접촉 부분의 구리스가 감소된다.,SUV
혼다코리아,ODYSSEY,2017-11-06,2019-10-09,2024-12-02,1873,"1. 2021년 4월 ACCORD 등 7차종 모델 4,567대 대상으로 시행했던 리콜의 대상 차종 확대 건이다. 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",MPV/미니밴
BMW,BMW X5 xDrive30d,2023-02-28,2024-08-31,2024-12-06,1116,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40d,2023-08-08,2024-09-04,2024-12-06,126,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-02-23,2024-09-03,2024-12-06,4224,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-06-09,2024-08-11,2024-12-06,14,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2023-03-29,2024-09-04,2024-12-06,1739,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2023-06-12,2023-11-11,2024-12-06,2,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40d,2022-07-20,2024-09-04,2024-12-06,1745,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-07-15,2024-09-04,2024-12-06,6377,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-10-04,2024-06-14,2024-12-06,7,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive30d,2023-04-11,2023-11-30,2025-01-02,10,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40i,2022-08-03,2024-04-12,2025-01-02,24,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40d,2022-07-27,2023-07-17,2025-01-02,11,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40i,2023-04-15,2024-04-18,2025-01-02,9,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40d,2023-12-18,2023-12-18,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40d,2023-05-05,2023-05-05,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40d,2024-02-01,2024-02-01,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40i,2022-08-04,2023-04-19,2025-01-02,3,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40i,2024-01-08,2024-01-08,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive50e,2023-05-13,2023-05-16,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
르노코리아,XM3 하이브리드,2022-09-30,2024-03-26,2025-02-20,4765,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음,SUV
르노코리아,ARKANA 하이브리드,2024-04-01,2024-12-10,2025-02-20,3291,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음,SUV
BMW,BMW X5 xDrive40i,2023-07-26,2023-07-26,2025-02-20,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive 50e,2024-01-23,2024-01-23,2025-02-20,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40e iPerformance,2015-07-28,2018-06-30,2025-02-20,219,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함,SUV
BMW,BMW X5 xDrive40e iPerformance,2015-09-02,2018-01-08,2025-02-20,11,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함,SUV
혼다코리아,ODYSSEY,2014-06-11,2016-05-05,2025-05-02,5,"1. 2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",MPV/미니밴
르노코리아,XM3,2023-01-31,2023-05-10,2025-08-11,221,"일부 차량에 장착된 진공펌프 내 체크밸브를 고정하는 스크류가 체결되는 하우징의 나사산 가공 불량으로, 스크류가 이탈되어 진공압이 부족할 가능성이 있음",SUV
르노코리아,XM3 하이브리드,2022-09-30,2024-03-26,2025-09-25,4765,"모터만 작동하는 EV 모드에서 엔진이 구동하는 모드로 변환 시, 특정 조건에서 연료 펌프에 공급되는 전원이 차단/공급되는 로직으로 인해 연료 펌프 컨트롤 유닛의 커패시터의 열화가 발생할 가능성이 있음",SUV
르노코리아,ARKANA 하이브리드,2024-04-01,2025-06-24,2025-09-25,3797,"모터만 작동하는 EV 모드에서 엔진이 구동하는 모드로 변환 시, 특정 조건에서 연료 펌프에 공급되는 전원이 차단/공급되는 로직으로 인해 연료 펌프 컨트롤 유닛의 커패시터의 열화가 발생할 가능성이 있음",SUV
토요타,토요타 RAV4 Hybrid 2WD,2022-06-15,2024-11-30,2025-12-18,2111,"콤비네이션 미터(계기판)의 소프트웨어 오류로, 계기판의 메모리 장치에 불필요한 데이터가 반복적으로 기록되어 메모리 장치의 성능이 조기에 저하될 가능성이 있음.",SUV
토요타,토요타 RAV4 Hybrid AWD,2022-10-03,2024-11-30,2025-12-18,3011,"콤비네이션 미터(계기판)의 소프트웨어 오류로, 계기판의 메모리 장치에 불필요한 데이터가 반복적으로 기록되어 메모리 장치의 성능이 조기에 저하될 가능성이 있음.",SUV
토요타,토요타 RAV4 PHEV,2023-01-10,2024-09-17,2025-12-18,848,"콤비네이션 미터(계기판)의 소프트웨어 오류로, 계기판의 메모리 장치에 불필요한 데이터가 반복적으로 기록되어 메모리 장치의 성능이 조기에 저하될 가능성이 있음.",SUV
토요타,토요타 Alphard Hybrid,2023-06-09,2025-05-19,2025-12-18,2423,"콤비네이션 미터(계기판)의 소프트웨어 오류로, 계기판의 메모리 장치에 불필요한 데이터가 반복적으로 기록되어 메모리 장치의 성능이 조기에 저하될 가능성이 있음.",MPV/미니밴
토요타,토요타 Alphard Hybrid,2023-06-09,2025-05-09,2025-12-18,2385,"주차 보조 ECU의 소프트웨어 오류로 인해 시동 직후에 후진 기어 조작을 하거나, 짧은 시간내에 시동을 반복할 경우 후방 영상이 일시적으로 정지하거나 표시되지 않을 가능성이 있음.",MPV/미니밴
토요타,토요타 SIENNA Hybrid 2WD,2024-12-04,2025-09-12,2025-12-18,419,"주차 보조 ECU의 소프트웨어 오류로 인해 시동 직후에 후진 기어 조작을 하거나, 짧은 시간내에 시동을 반복할 경우 후방 영상이 일시적으로 정지하거나 표시되지 않을 가능성이 있음.",MPV/미니밴
토요타,토요타 SIENNA Hybrid AWD,2024-12-04,2025-09-12,2025-12-18,410,"주차 보조 ECU의 소프트웨어 오류로 인해 시동 직후에 후진 기어 조작을 하거나, 짧은 시간내에 시동을 반복할 경우 후방 영상이 일시적으로 정지하거나 표시되지 않을 가능성이 있음.",MPV/미니밴
토요타,렉서스 RX500h,2023-03-03,2025-08-29,2025-12-18,363,"주차 보조 ECU의 소프트웨어 오류로 인해 시동 직후에 후진 기어 조작을 하거나, 짧은 시간내에 시동을 반복할 경우 후방 영상이 일시적으로 정지하거나 표시되지 않을 가능성이 있음.",SUV
